EmployeeID,Age,Gender,Department,Tenure,Location,SelfRatedHealth,ChronicConditions,SickDaysPastYear,StressLevel,Employee_Feedback,CurrentWorkAbility,WorkAbilityPhysical,WorkAbilityMental,Calculated_ABI_Score
EMP00829,46,Female,Operations,20,Tokyo,3,No,3,2.0,Love the culture here.,9,3,5,41
EMP00830,38,Male,Finance,8,London,2,No,3,2.0,Management is very supportive.,9,1,5,35
EMP00831,34,Female,HR,19,Berlin,3,No,7,6.0,Nothing special to report.,7,2,2,28
EMP00832,41,Male,Sales,19,London,3,Yes,3,5.0,Work is okay.,8,1,4,31
EMP00833,46,Female,Sales,16,Tokyo,2,No,2,4.0,Great work-life balance.,6,3,3,31
EMP00834,25,Female,HR,11,Berlin,1,Yes,2,6.0,Work is okay.,9,1,2,29
EMP00835,31,Male,IT,10,Berlin,5,No,5,10.0,Extremely stressed and burnt out.,6,1,2,23
EMP00836,24,Female,HR,8,New York,3,No,3,4.0,Excellent benefits.,9,1,5,35
EMP00837,62,male,HR,1,Remote,3,No,4,4.0,Management is very supportive.,10,4,3,42
EMP00838,39,Male,Operations,10,Berlin,4,No,5,6.0,Nothing special to report.,7,1,2,25
EMP00839,57,M,Sales,18,Berlin,4,No,4,4.0,Love the culture here.,5,3,2,27
EMP00840,43,Male,Sales,3,Tokyo,4,Yes,6,9.0,Extremely stressed and burnt out.,8,3,4,37
EMP00841,55,Female,Finance,11,Berlin,3,No,1,7.0,It pays the bills.,8,1,5,33
EMP00842,29,Female,Marketing,18,Tokyo,4,No,4,6.0,It pays the bills.,6,4,3,34
EMP00843,61,Female,HR,3,Remote,3,No,5,3.0,I feel energized at work.,7,2,2,28
EMP00844,40,male,HR,8,New York,3,No,4,4.0,Great work-life balance.,5,1,3,23
EMP00845,63,F,IT,14,New York,4,No,4,10.0,I am exhausted every day.,2,4,2,24
EMP00846,62,Female,Sales,6,Remote,4,No,7,2.0,Love the culture here.,5,5,2,33
EMP00847,58,Male,IT,15,Remote,3,Yes,6,8.0,I need a long break.,2,3,2,21
EMP00848,27,male,Operations,14,London,5,No,3,1.0,Management is very supportive.,10,5,5,49
EMP00849,47,Male,Finance,7,Berlin,4,Yes,3,9.0,Terrible work-life balance.,7,3,5,37
EMP00850,55,F,IT,10,Berlin,4,No,5,7.0,Nothing special to report.,4,2,3,24
EMP00851,27,Male,Sales,15,Berlin,3,Yes,5,3.0,Excellent benefits.,4,4,3,30
EMP00852,58,Male,Operations,10,Tokyo,3,Yes,6,5.0,It pays the bills.,9,2,5,38
EMP00853,54,Female,HR,22,London,3,No,3,4.0,Love the culture here.,4,5,3,33
EMP00854,43,Male,Operations,17,Berlin,2,No,0,8.0,I am exhausted every day.,4,4,2,28
EMP00855,42,Male,Marketing,19,Tokyo,3,No,5,7.0,Standard corporate environment.,5,5,4,37
EMP00856,27,Male,IT,17,Tokyo,4,No,4,9.0,Extremely stressed and burnt out.,2,1,2,15
EMP00857,27,Male,Sales,12,New York,4,Yes,2,7.0,Average experience.,9,5,2,41
EMP00858,25,Male,IT,15,Tokyo,2,No,4,9.0,Terrible work-life balance.,7,2,2,28
EMP00859,51,Male,HR,12,Remote,3,No,5,8.0,Management expects too much.,10,2,4,38
EMP00860,32,Female,HR,9,Tokyo,2,No,8,3.0,Great work-life balance.,5,1,3,23
EMP00861,51,Male,Sales,5,Remote,4,No,1,5.0,Work is okay.,6,4,3,34
EMP00862,52,Female,Marketing,4,Remote,2,No,5,3.0,Love the culture here.,4,5,5,37
EMP00863,45,Male,Finance,12,New York,4,Yes,4,7.0,Standard corporate environment.,9,5,3,43
EMP00864,30,female,Operations,16,New York,4,No,10,6.0,Standard corporate environment.,8,5,4,43
EMP00865,24,F,Operations,9,Tokyo,3,Yes,4,5.0,Nothing special to report.,4,4,4,32
EMP00866,52,Male,HR,3,New York,3,No,5,5.0,Average experience.,8,2,4,34
EMP00867,61,Female,IT,21,New York,3,No,5,10.0,Extremely stressed and burnt out.,2,1,2,15
EMP00868,58,M,IT,3,Berlin,4,No,3,10.0,Terrible work-life balance.,7,4,3,36
EMP00869,57,Other,Marketing,18,Tokyo,4,No,6,4.0,Management is very supportive.,4,1,4,23
EMP00870,45,Female,Finance,17,Tokyo,4,No,6,2.0,I feel energized at work.,7,3,4,35
EMP00871,52,Male,IT,10,Tokyo,4,Yes,4,6.0,Nothing special to report.,5,1,1,19
EMP00872,27,Female,Operations,2,New York,2,No,3,7.0,It pays the bills.,5,3,4,31
EMP00873,23,Female,IT,24,New York,2,No,6,10.0,Extremely stressed and burnt out.,5,1,1,19
EMP00874,41,Female,Finance,11,Remote,4,Yes,4,5.0,Work is okay.,5,3,4,31
EMP00875,49,Male,Operations,24,London,4,Yes,0,9.0,I need a long break.,7,5,2,37
EMP00876,32,F,IT,3,London,4,Yes,8,7.0,It pays the bills.,5,4,1,28
EMP00877,25,female,Operations,23,London,4,No,6,3.0,I feel energized at work.,6,5,2,35
EMP00878,36,Male,HR,23,Berlin,3,No,2,9.0,Extremely stressed and burnt out.,8,2,4,34
EMP00879,27,Male,HR,2,New York,3,No,3,2.0,Excellent benefits.,6,4,2,32
EMP00880,51,Male,Marketing,9,Remote,4,No,4,3.0,Excellent benefits.,9,5,3,43
EMP00881,59,M,HR,19,Remote,5,No,5,6.0,Average experience.,4,1,2,19
EMP00882,23,Female,IT,2,London,3,No,3,7.0,Average experience.,2,4,2,24
EMP00883,36,Female,Finance,19,Berlin,3,No,3,5.0,Average experience.,6,1,2,23
EMP00884,32,Female,Operations,2,Berlin,3,No,4,2.0,Management is very supportive.,4,5,5,37
EMP00885,29,Female,Sales,15,London,1,Yes,5,8.0,Management expects too much.,10,4,5,46
EMP00886,47,Male,HR,24,London,3,No,2,9.0,Terrible work-life balance.,4,5,4,35
EMP00887,26,Female,HR,21,New York,5,No,1,1.0,Management is very supportive.,5,2,3,26
EMP00888,27,Female,Sales,3,Berlin,4,Yes,7,6.0,It pays the bills.,4,5,3,33
EMP00889,47,Other,Sales,5,Remote,4,Yes,5,4.0,Excellent benefits.,4,2,5,28
EMP00890,25,male,IT,11,London,4,Yes,3,7.0,Standard corporate environment.,2,5,2,27
EMP00891,40,male,Operations,24,New York,3,No,3,5.0,It pays the bills.,8,4,3,38
EMP00892,41,Female,HR,7,Remote,5,Yes,2,6.0,Nothing special to report.,7,1,2,25
EMP00893,54,Female,Finance,6,Berlin,3,No,2,6.0,Average experience.,9,4,4,42
EMP00894,41,Female,IT,14,London,5,No,1,6.0,It pays the bills.,7,5,3,39
EMP00895,33,male,IT,1,London,4,Yes,1,9.0,Management expects too much.,5,5,2,33
EMP00896,22,Male,Finance,17,New York,3,No,6,4.0,Love the culture here.,4,5,4,35
EMP00897,47,Male,Finance,17,New York,3,No,3,9.0,I need a long break.,8,3,4,37
EMP00898,35,Male,Marketing,14,Berlin,3,Yes,8,1.0,Excellent benefits.,5,2,4,28
EMP00899,59,Female,Finance,10,London,2,No,5,9.0,I need a long break.,5,1,4,25
EMP00900,58,Male,Sales,8,New York,3,No,1,8.0,Extremely stressed and burnt out.,8,2,3,32
EMP00901,32,Male,HR,8,London,4,No,5,2.0,I feel energized at work.,7,5,2,37
EMP00902,57,Male,Marketing,14,Berlin,4,Yes,7,7.0,It pays the bills.,4,5,4,35
EMP00903,34,Male,Sales,7,London,3,No,4,7.0,Average experience.,8,2,4,34
EMP00904,64,F,Marketing,6,Remote,3,No,3,2.0,I feel energized at work.,10,2,3,36
EMP00905,24,Male,HR,4,London,4,No,1,8.0,Extremely stressed and burnt out.,8,2,2,30
EMP00906,54,Female,Marketing,1,Tokyo,3,Yes,8,6.0,Work is okay.,7,3,2,31
EMP00907,27,Female,Sales,15,Tokyo,3,Yes,8,6.0,Standard corporate environment.,7,2,2,28
EMP00908,31,F,Operations,15,Berlin,4,No,3,5.0,It pays the bills.,10,5,5,49
EMP00909,26,Male,HR,1,Berlin,3,Yes,3,5.0,It pays the bills.,10,1,5,37
EMP00910,44,female,IT,20,Berlin,2,Yes,3,10.0,Management expects too much.,2,4,2,24
EMP00911,31,Female,HR,3,Remote,3,Yes,4,9.0,Extremely stressed and burnt out.,6,2,2,26
EMP00912,23,Other,HR,23,Remote,3,No,3,5.0,It pays the bills.,6,2,2,26
EMP00913,34,male,HR,5,London,3,Yes,3,1.0,Love the culture here.,9,2,4,36
EMP00914,61,Male,Operations,5,New York,3,Yes,3,6.0,Average experience.,5,1,3,23
EMP00915,23,Male,Sales,4,Tokyo,3,No,2,1.0,Management is very supportive.,7,2,3,30
EMP00916,41,Male,IT,17,Tokyo,4,Yes,4,10.0,Management expects too much.,4,2,3,24
EMP00917,22,Female,Sales,21,Tokyo,4,No,3,5.0,It pays the bills.,7,2,5,34
EMP00918,58,Male,Marketing,20,London,4,No,3,6.0,Nothing special to report.,9,1,5,35
EMP00919,30,Male,Marketing,14,London,3,No,2,3.0,Love the culture here.,9,4,3,40
EMP00920,38,Female,Marketing,8,Berlin,1,No,2,1.0,Management is very supportive.,9,5,4,45
EMP00921,30,Male,Sales,2,New York,3,No,0,2.0,Love the culture here.,6,1,5,29
EMP00922,32,Male,Finance,8,Berlin,4,No,2,3.0,Love the culture here.,9,2,5,38
EMP00923,36,Female,Operations,1,London,3,No,4,3.0,Excellent benefits.,10,3,3,39
EMP00924,45,Male,Finance,4,Remote,3,No,3,2.0,Excellent benefits.,4,1,3,21
EMP00925,59,Male,Marketing,19,Berlin,3,No,1,6.0,Work is okay.,6,2,2,26
EMP00926,56,Female,Operations,5,London,5,No,2,7.0,Average experience.,10,2,4,38
EMP00927,51,Female,Sales,5,London,5,No,1,5.0,Average experience.,7,5,4,41
EMP00928,52,F,Marketing,21,Remote,2,No,4,7.0,Standard corporate environment.,4,1,5,25
EMP00929,26,Female,Sales,20,Remote,4,No,6,3.0,I feel energized at work.,5,1,2,21
EMP00930,35,Female,Operations,24,Remote,2,Yes,4,5.0,Work is okay.,8,5,4,43
EMP00931,32,Female,Sales,19,New York,3,No,3,3.0,Excellent benefits.,7,3,2,31
EMP00932,30,M,Sales,12,London,2,No,0,4.0,Great work-life balance.,4,3,4,29
EMP00933,55,F,IT,20,Remote,2,Yes,3,9.0,I need a long break.,7,4,3,36
EMP00934,33,F,Finance,1,New York,1,No,4,4.0,Love the culture here.,9,4,3,40
EMP00935,56,Female,Finance,7,Tokyo,5,No,5,4.0,Great work-life balance.,9,5,3,43
EMP00936,56,Male,Finance,17,Tokyo,4,No,4,7.0,Standard corporate environment.,8,1,2,27
EMP00937,22,Male,HR,2,Tokyo,2,Yes,1,6.0,Nothing special to report.,6,2,2,26
EMP00938,61,Male,IT,11,London,3,No,4,9.0,I need a long break.,2,3,3,23
EMP00939,43,male,Marketing,7,New York,3,Yes,9,1.0,Love the culture here.,8,1,5,33
EMP00940,50,Female,Marketing,17,New York,3,No,3,8.0,I need a long break.,10,4,2,40
EMP00941,29,Female,Marketing,3,Tokyo,4,Yes,2,1.0,Excellent benefits.,7,3,5,37
EMP00942,32,Male,Finance,22,Berlin,2,No,5,9.0,Extremely stressed and burnt out.,9,2,4,36
EMP00943,62,M,Finance,6,Tokyo,4,No,9,4.0,Excellent benefits.,9,4,5,44
EMP00944,58,Male,IT,22,London,3,Yes,4,10.0,I am exhausted every day.,2,2,3,20
EMP00945,35,Male,Sales,11,Tokyo,2,No,3,3.0,I feel energized at work.,7,4,5,40
EMP00946,51,Male,Finance,18,Tokyo,3,No,3,8.0,Management expects too much.,5,2,5,30
EMP00947,56,Female,Marketing,18,New York,5,No,4,2.0,I feel energized at work.,9,3,3,37
EMP00948,42,Female,Sales,22,Tokyo,4,No,3,3.0,Love the culture here.,8,5,5,45
EMP00949,58,F,Finance,10,Remote,2,No,3,5.0,Nothing special to report.,8,2,4,34
EMP00950,26,Male,Operations,5,Remote,4,Yes,4,5.0,Standard corporate environment.,9,3,3,37
EMP00951,40,Female,HR,23,Berlin,5,No,5,5.0,Nothing special to report.,6,1,3,25
EMP00952,35,Female,Finance,23,London,3,No,4,7.0,Nothing special to report.,8,1,2,27
EMP00953,47,Male,Operations,21,London,3,No,5,8.0,Terrible work-life balance.,6,4,5,38
EMP00954,25,M,IT,24,New York,2,No,3,8.0,I am exhausted every day.,3,5,2,29
EMP00955,46,Female,Operations,22,London,3,Yes,6,3.0,Great work-life balance.,4,4,3,30
EMP00956,63,Female,IT,15,Berlin,4,No,3,7.0,Standard corporate environment.,4,2,3,24
EMP00957,46,F,Finance,21,Remote,3,No,3,5.0,Average experience.,8,5,3,41
EMP00958,39,Female,IT,20,New York,1,No,3,9.0,Management expects too much.,4,2,2,22
EMP00959,61,Male,Operations,23,Remote,3,No,4,2.0,Excellent benefits.,4,3,2,25
EMP00960,29,Female,HR,4,Berlin,3,No,3,5.0,Nothing special to report.,7,5,2,37
EMP00961,60,Male,Sales,21,New York,3,No,4,3.0,Great work-life balance.,4,1,4,23
EMP00962,61,Male,Sales,21,Tokyo,4,No,6,3.0,Management is very supportive.,7,3,4,35
EMP00963,35,Male,HR,1,London,2,No,5,5.0,Standard corporate environment.,9,3,2,35
EMP00964,53,Female,Marketing,15,Berlin,3,No,7,4.0,Management is very supportive.,7,2,4,32
EMP00965,59,Female,Sales,17,New York,3,No,2,6.0,Standard corporate environment.,6,4,3,34
EMP00966,54,Male,Finance,19,Remote,5,Yes,4,5.0,Standard corporate environment.,5,2,3,26
EMP00967,44,Female,Marketing,14,New York,3,No,2,5.0,Work is okay.,6,3,2,29
EMP00968,36,male,Finance,19,Tokyo,2,No,3,3.0,Management is very supportive.,5,5,4,37
EMP00969,54,Male,Operations,18,Berlin,1,Yes,4,4.0,Management is very supportive.,5,1,2,21
EMP00970,46,Male,Operations,2,New York,3,No,2,3.0,I feel energized at work.,9,3,5,41
EMP00971,38,Female,Marketing,6,Berlin,2,No,4,3.0,Excellent benefits.,10,4,4,44
EMP00972,54,Male,Marketing,13,Berlin,4,No,5,9.0,Extremely stressed and burnt out.,9,4,3,40
EMP00973,23,Female,Marketing,17,Remote,4,No,1,6.0,Nothing special to report.,4,5,3,33
EMP00974,35,Male,Marketing,6,London,3,No,8,2.0,Love the culture here.,5,4,2,30
EMP00975,61,Female,IT,21,Tokyo,3,No,1,6.0,Nothing special to report.,2,5,3,29
EMP00976,61,Female,Marketing,22,New York,4,No,1,3.0,Love the culture here.,6,4,3,34
EMP00977,60,Female,Marketing,5,London,3,No,4,3.0,Management is very supportive.,7,2,4,32
EMP00978,27,M,Operations,7,Remote,2,No,2,4.0,Great work-life balance.,5,1,4,25
EMP00979,27,F,Finance,1,London,3,Yes,8,4.0,Excellent benefits.,6,1,3,25
EMP00980,24,Female,Operations,13,Berlin,4,No,3,5.0,Work is okay.,7,3,4,35
EMP00981,28,Female,Sales,19,Berlin,4,No,2,4.0,I feel energized at work.,4,3,4,29
EMP00982,29,Male,IT,22,Tokyo,2,No,5,9.0,Terrible work-life balance.,3,2,1,18
EMP00983,63,Female,IT,1,New York,3,No,3,7.0,Average experience.,4,2,1,20
EMP00984,36,Male,Finance,13,New York,4,No,5,1.0,Great work-life balance.,5,1,2,21
EMP00985,50,M,Marketing,11,Remote,3,No,4,7.0,Standard corporate environment.,8,3,3,35
EMP00986,54,Male,Operations,7,Tokyo,4,No,3,9.0,Management expects too much.,10,3,4,41
EMP00987,51,Female,Sales,20,New York,3,No,5,9.0,Terrible work-life balance.,9,1,2,29
EMP00988,60,Male,Operations,3,Berlin,5,Yes,4,1.0,Excellent benefits.,6,5,3,37
EMP00989,48,Female,Marketing,1,Tokyo,4,No,0,9.0,Extremely stressed and burnt out.,10,2,2,34
EMP00990,57,F,Marketing,8,London,2,No,3,1.0,I feel energized at work.,6,3,2,29
EMP00991,50,Male,HR,17,Tokyo,3,No,5,1.0,Great work-life balance.,7,1,4,29
EMP00992,59,F,Operations,13,Tokyo,2,No,3,2.0,Excellent benefits.,5,2,2,24
EMP00993,54,Male,Finance,14,New York,3,Yes,1,6.0,Average experience.,6,1,2,23
EMP00994,58,Female,Operations,5,Remote,4,No,4,9.0,I need a long break.,9,5,4,45
EMP00995,48,F,IT,24,Remote,3,Yes,7,10.0,I am exhausted every day.,7,4,3,36
EMP00996,54,Male,Sales,22,New York,4,Yes,3,5.0,Work is okay.,5,3,5,33
EMP00997,25,female,Finance,23,New York,3,No,4,9.0,Terrible work-life balance.,8,2,4,34
EMP00998,43,Male,HR,24,New York,4,No,2,8.0,I need a long break.,5,1,5,27
EMP00999,23,Male,Sales,6,Remote,3,Yes,3,7.0,Standard corporate environment.,4,1,4,23
EMP01000,31,male,Sales,22,New York,4,No,4,3.0,I feel energized at work.,9,2,5,38
EMP01001,26,Male,IT,6,London,2,No,5,7.0,Average experience.,7,3,2,31
EMP01002,31,Other,IT,21,London,3,Yes,3,8.0,Extremely stressed and burnt out.,2,3,2,21
EMP01003,54,female,IT,8,Berlin,3,No,6,9.0,Management expects too much.,7,1,3,27
EMP01004,59,Male,Finance,13,London,3,No,1,9.0,Management expects too much.,10,3,5,43
EMP01005,34,Female,Operations,18,Tokyo,3,No,4,3.0,Excellent benefits.,5,4,4,34
EMP01006,52,Male,Sales,23,Berlin,3,No,1,8.0,Terrible work-life balance.,7,5,4,41
EMP01007,57,Female,Operations,4,London,5,No,0,8.0,Extremely stressed and burnt out.,5,5,3,35
EMP01008,45,Male,Operations,17,Tokyo,2,No,4,6.0,Work is okay.,7,4,3,36
EMP01009,36,Male,IT,5,London,4,No,8,7.0,Average experience.,6,3,2,29
EMP01010,50,Male,Operations,3,Tokyo,3,No,6,6.0,Average experience.,7,1,5,31
EMP01011,29,Female,Sales,4,New York,3,No,2,4.0,Excellent benefits.,10,3,5,43
EMP01012,26,female,Sales,23,Tokyo,4,No,4,7.0,Work is okay.,9,2,2,32
EMP01013,50,M,Marketing,5,New York,4,No,4,1.0,Management is very supportive.,10,2,5,40
EMP01014,25,Female,HR,14,Tokyo,3,No,10,5.0,Average experience.,10,3,3,39
EMP01015,33,Female,Finance,15,Tokyo,4,No,6,8.0,Extremely stressed and burnt out.,6,4,5,38
EMP01016,23,M,Operations,20,London,2,No,1,1.0,Love the culture here.,6,2,3,28
EMP01017,48,Male,Finance,17,Tokyo,4,Yes,4,3.0,Great work-life balance.,9,5,5,47
EMP01018,52,Female,Finance,6,London,3,No,4,3.0,I feel energized at work.,7,1,2,25
EMP01019,57,Other,Finance,10,Tokyo,3,No,2,8.0,I need a long break.,8,4,5,42
EMP01020,57,Male,Marketing,22,Remote,3,No,3,1.0,I feel energized at work.,5,2,4,28
EMP01021,47,Female,Finance,23,Berlin,3,No,2,5.0,It pays the bills.,8,1,2,27
EMP01022,64,M,Marketing,16,London,3,No,3,7.0,Average experience.,5,5,5,39
EMP01023,48,male,Sales,17,London,3,No,5,4.0,Great work-life balance.,10,2,2,34
EMP01024,26,Female,Operations,14,New York,4,No,7,3.0,Love the culture here.,5,2,5,30
EMP01025,41,Male,Marketing,20,Remote,3,Yes,3,6.0,Standard corporate environment.,9,1,5,35
EMP01026,32,Male,HR,12,New York,3,No,4,5.0,Average experience.,6,1,3,25
EMP01027,31,Male,Finance,9,Remote,3,Yes,1,5.0,Standard corporate environment.,9,3,3,37
EMP01028,61,Female,HR,15,Remote,4,No,10,6.0,Work is okay.,4,2,5,28
EMP01029,59,Male,Sales,12,Tokyo,4,No,2,3.0,Great work-life balance.,10,5,5,49
EMP01030,27,F,Sales,14,New York,3,No,3,9.0,Management expects too much.,5,1,3,23
EMP01031,29,Male,IT,22,Berlin,3,No,2,8.0,I need a long break.,6,4,2,32
EMP01032,44,Male,Finance,18,Remote,3,No,4,9.0,I am exhausted every day.,9,2,4,36
EMP01033,47,Female,IT,20,Remote,4,No,2,6.0,Average experience.,6,4,3,34
EMP01034,64,Female,HR,6,London,4,No,5,5.0,Nothing special to report.,7,2,2,28
EMP01035,33,Male,Operations,4,Tokyo,2,No,5,5.0,Nothing special to report.,5,1,4,25
EMP01036,47,Female,IT,23,Berlin,4,No,9,8.0,I am exhausted every day.,3,3,2,23
EMP01037,34,Female,Sales,12,Remote,1,No,6,8.0,I am exhausted every day.,9,2,2,32
EMP01038,61,Male,Finance,13,London,3,No,1,5.0,Standard corporate environment.,6,1,4,27
EMP01039,39,Male,HR,19,New York,5,Yes,6,4.0,Love the culture here.,4,1,2,19
EMP01040,46,M,Marketing,22,Remote,4,Yes,3,6.0,Nothing special to report.,4,1,3,21
EMP01041,54,Female,Sales,13,London,4,Yes,2,6.0,Standard corporate environment.,4,4,4,32
EMP01042,61,Male,Marketing,12,New York,3,No,4,7.0,Nothing special to report.,7,1,5,31
EMP01043,64,M,Operations,20,Tokyo,3,No,4,5.0,Average experience.,6,4,3,34
EMP01044,33,Other,Finance,3,New York,4,No,1,1.0,I feel energized at work.,9,5,4,45
EMP01045,57,Female,Operations,3,Remote,4,No,4,8.0,Terrible work-life balance.,7,3,4,35
EMP01046,25,Female,Operations,14,Berlin,3,No,3,1.0,Love the culture here.,7,1,5,31
EMP01047,26,F,Finance,18,New York,3,No,5,4.0,Excellent benefits.,10,5,3,45
EMP01048,58,female,Finance,19,Berlin,4,No,8,3.0,Management is very supportive.,6,1,4,27
EMP01049,29,Female,Marketing,10,Berlin,5,No,4,3.0,Great work-life balance.,9,5,4,45
EMP01050,63,Female,Operations,17,New York,4,Yes,7,5.0,Average experience.,6,1,2,23
EMP01051,49,Female,HR,15,Tokyo,4,No,6,8.0,I am exhausted every day.,10,3,2,37
EMP01052,52,Female,Marketing,19,New York,1,No,6,5.0,Nothing special to report.,5,1,3,23
EMP01053,30,Male,Finance,9,London,4,No,3,6.0,Work is okay.,4,4,4,32
EMP01054,50,Female,Sales,4,Berlin,4,No,6,6.0,Nothing special to report.,7,1,2,25
EMP01055,35,M,Marketing,15,Remote,1,No,6,1.0,I feel energized at work.,5,2,5,30
EMP01056,61,Female,IT,19,Berlin,4,No,1,6.0,Nothing special to report.,5,4,2,30
EMP01057,62,Female,HR,16,Remote,5,No,6,7.0,It pays the bills.,6,5,3,37
EMP01058,43,Female,Marketing,8,London,3,Yes,4,8.0,Extremely stressed and burnt out.,8,1,2,27
EMP01059,32,Male,Finance,17,London,4,No,6,4.0,Great work-life balance.,9,1,4,33
EMP01060,44,Female,Finance,21,London,4,No,3,8.0,Extremely stressed and burnt out.,5,1,4,25
EMP01061,22,Female,HR,1,New York,3,No,7,6.0,Work is okay.,8,2,2,30
EMP01062,58,Male,IT,7,Berlin,4,Yes,2,8.0,I am exhausted every day.,2,3,2,21
EMP01063,42,Male,Marketing,21,Remote,3,No,9,9.0,I need a long break.,8,3,3,35
EMP01064,47,female,Marketing,18,London,4,No,8,6.0,Work is okay.,9,4,5,44
EMP01065,57,Male,Operations,12,London,3,Yes,2,5.0,Average experience.,5,4,5,36
EMP01066,44,Male,Sales,16,Remote,4,No,8,6.0,Nothing special to report.,10,2,2,34
EMP01067,22,female,Finance,1,Berlin,3,No,3,8.0,Management expects too much.,10,2,4,38
EMP01068,61,Female,Marketing,15,Berlin,2,No,4,9.0,Management expects too much.,7,2,5,34
EMP01069,36,Female,Marketing,7,Remote,3,Yes,4,8.0,Extremely stressed and burnt out.,7,5,3,39
EMP01070,42,F,Marketing,17,Tokyo,3,No,3,8.0,Extremely stressed and burnt out.,8,2,5,36
EMP01071,30,Male,IT,3,Berlin,2,Yes,6,10.0,Terrible work-life balance.,3,2,3,22
EMP01072,30,Female,Sales,11,Remote,2,No,3,1.0,Love the culture here.,7,2,4,32
EMP01073,31,Female,Marketing,6,Remote,4,No,3,4.0,Excellent benefits.,9,2,2,32
EMP01074,47,M,HR,6,London,4,Yes,5,4.0,Great work-life balance.,7,3,3,33
EMP01075,62,Female,Finance,15,Remote,5,No,4,3.0,I feel energized at work.,9,1,4,33
EMP01076,56,Female,Operations,7,New York,4,No,4,4.0,Excellent benefits.,5,1,3,23
EMP01077,46,Female,HR,11,London,4,No,4,2.0,I feel energized at work.,8,3,2,33
EMP01078,47,Female,Finance,17,London,2,No,3,3.0,Management is very supportive.,8,2,3,32
EMP01079,32,Female,IT,23,Berlin,4,No,4,8.0,I am exhausted every day.,6,5,1,33
EMP01080,59,Female,Sales,18,Tokyo,4,Yes,6,1.0,I feel energized at work.,4,5,5,37
EMP01081,23,Female,Sales,22,Berlin,2,Yes,3,7.0,Standard corporate environment.,4,4,2,28
EMP01082,28,Female,Finance,24,New York,4,No,1,4.0,Love the culture here.,7,1,5,31
EMP01083,39,Female,HR,21,London,3,Yes,2,8.0,I am exhausted every day.,7,4,3,36
EMP01084,48,Female,Operations,19,London,5,Yes,5,9.0,I am exhausted every day.,6,2,4,30
EMP01085,55,M,IT,8,Remote,4,No,2,7.0,Nothing special to report.,7,4,1,32
EMP01086,48,Female,Finance,24,Tokyo,5,Yes,4,2.0,I feel energized at work.,5,2,4,28
EMP01087,38,male,IT,20,Tokyo,2,Yes,3,7.0,It pays the bills.,3,4,3,28
EMP01088,64,M,Sales,8,Remote,1,No,2,8.0,I am exhausted every day.,4,3,4,29
EMP01089,45,Female,Marketing,21,New York,5,Yes,1,2.0,Love the culture here.,9,2,3,34
EMP01090,46,Female,Marketing,11,Tokyo,2,No,2,6.0,It pays the bills.,10,5,3,45
EMP01091,28,male,Operations,21,London,3,Yes,5,5.0,Work is okay.,10,2,3,36
EMP01092,27,Female,IT,3,New York,4,No,7,7.0,Nothing special to report.,7,5,2,37
EMP01093,45,M,Finance,23,Berlin,4,No,2,9.0,Management expects too much.,7,5,4,41
EMP01094,54,Female,Operations,14,Berlin,3,No,9,2.0,Management is very supportive.,7,4,2,34
EMP01095,50,Female,HR,9,New York,1,Yes,4,1.0,Love the culture here.,5,1,3,23
EMP01096,64,Male,Marketing,1,London,3,No,5,2.0,Love the culture here.,10,1,2,31
EMP01097,43,Female,Finance,1,Berlin,3,No,2,5.0,Work is okay.,6,1,3,25
EMP01098,47,female,IT,12,London,3,Yes,2,7.0,It pays the bills.,4,5,2,31
EMP01099,49,Female,Operations,11,Remote,4,Yes,5,5.0,Nothing special to report.,10,1,3,33
EMP01100,42,Female,Finance,21,Tokyo,4,No,4,2.0,Love the culture here.,9,2,2,32
EMP01101,28,male,Operations,1,New York,4,No,4,7.0,Standard corporate environment.,4,2,3,24
EMP01102,38,Female,Operations,20,Tokyo,2,No,4,8.0,Management expects too much.,9,2,5,38
EMP01103,41,Female,Operations,12,Remote,4,No,3,5.0,Standard corporate environment.,7,5,3,39
EMP01104,62,Female,IT,17,Berlin,5,Yes,4,8.0,Extremely stressed and burnt out.,2,5,3,29
EMP01105,41,Female,Finance,15,London,4,No,5,1.0,Excellent benefits.,8,1,5,33
EMP01106,43,Male,Sales,2,London,2,No,6,7.0,Nothing special to report.,9,4,2,38
EMP01107,49,Female,Sales,18,Remote,5,No,3,3.0,I feel energized at work.,9,5,4,45
EMP01108,61,Female,IT,16,New York,3,Yes,8,10.0,I am exhausted every day.,4,3,3,27
EMP01109,28,Male,IT,4,Tokyo,4,Yes,4,7.0,Standard corporate environment.,5,2,3,26
EMP01110,22,Female,Marketing,8,Berlin,2,No,4,6.0,It pays the bills.,9,2,3,34
EMP01111,53,Female,Operations,2,New York,4,No,3,2.0,Management is very supportive.,9,1,3,31
EMP01112,34,Male,Finance,14,Remote,5,No,2,8.0,Extremely stressed and burnt out.,9,4,2,38
EMP01113,51,Female,Finance,15,Remote,3,No,1,3.0,Excellent benefits.,10,2,2,34
EMP01114,44,Male,HR,9,London,3,No,7,2.0,Great work-life balance.,4,5,5,37
EMP01115,40,Female,HR,2,Berlin,2,No,3,8.0,I am exhausted every day.,6,4,5,38
EMP01116,53,F,Sales,17,New York,3,No,4,6.0,Work is okay.,9,2,5,38
EMP01117,51,Female,HR,10,London,3,No,5,4.0,Love the culture here.,9,1,4,33
